block_id,start_time,end_time,date,K1,K2,K3,K4,K5,K6,K7,K8,pattern,stage,program,n_seconds,duration_s
502,2026-04-07 08:41:40+02:00,2026-04-07 08:41:40+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
503,2026-04-07 08:41:41+02:00,2026-04-07 08:41:42+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
504,2026-04-07 08:41:43+02:00,2026-04-07 08:41:43+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
505,2026-04-07 08:41:44+02:00,2026-04-07 08:42:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,20,20
506,2026-04-07 08:42:04+02:00,2026-04-07 08:42:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
507,2026-04-07 08:42:06+02:00,2026-04-07 08:42:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
508,2026-04-07 08:42:07+02:00,2026-04-07 08:42:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
509,2026-04-07 08:42:09+02:00,2026-04-07 08:42:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
510,2026-04-07 08:42:10+02:00,2026-04-07 08:42:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
511,2026-04-07 08:42:11+02:00,2026-04-07 08:42:39+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,29,29
512,2026-04-07 08:42:40+02:00,2026-04-07 08:42:42+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
513,2026-04-07 08:42:43+02:00,2026-04-07 08:42:43+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
514,2026-04-07 08:42:44+02:00,2026-04-07 08:42:44+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
515,2026-04-07 08:42:45+02:00,2026-04-07 08:42:47+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
516,2026-04-07 08:42:48+02:00,2026-04-07 08:42:48+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
517,2026-04-07 08:42:49+02:00,2026-04-07 08:42:54+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,6,6
518,2026-04-07 08:42:55+02:00,2026-04-07 08:42:57+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
519,2026-04-07 08:42:58+02:00,2026-04-07 08:42:59+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
520,2026-04-07 08:43:00+02:00,2026-04-07 08:43:00+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
521,2026-04-07 08:43:01+02:00,2026-04-07 08:43:02+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
522,2026-04-07 08:43:03+02:00,2026-04-07 08:43:03+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
523,2026-04-07 08:43:04+02:00,2026-04-07 08:43:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,30,30
524,2026-04-07 08:43:34+02:00,2026-04-07 08:43:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
525,2026-04-07 08:43:36+02:00,2026-04-07 08:43:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
526,2026-04-07 08:43:37+02:00,2026-04-07 08:43:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
527,2026-04-07 08:43:39+02:00,2026-04-07 08:43:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
528,2026-04-07 08:43:40+02:00,2026-04-07 08:43:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
529,2026-04-07 08:43:41+02:00,2026-04-07 08:44:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
530,2026-04-07 08:44:15+02:00,2026-04-07 08:44:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
531,2026-04-07 08:44:18+02:00,2026-04-07 08:44:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
532,2026-04-07 08:44:19+02:00,2026-04-07 08:44:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
533,2026-04-07 08:44:20+02:00,2026-04-07 08:44:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
534,2026-04-07 08:44:23+02:00,2026-04-07 08:44:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
535,2026-04-07 08:44:24+02:00,2026-04-07 08:44:38+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,15,15
536,2026-04-07 08:44:39+02:00,2026-04-07 08:44:41+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
537,2026-04-07 08:44:42+02:00,2026-04-07 08:44:43+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
538,2026-04-07 08:44:44+02:00,2026-04-07 08:44:44+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
539,2026-04-07 08:44:45+02:00,2026-04-07 08:44:46+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
540,2026-04-07 08:44:47+02:00,2026-04-07 08:44:47+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
541,2026-04-07 08:44:48+02:00,2026-04-07 08:45:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,16,16
542,2026-04-07 08:45:04+02:00,2026-04-07 08:45:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
543,2026-04-07 08:45:06+02:00,2026-04-07 08:45:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
544,2026-04-07 08:45:07+02:00,2026-04-07 08:45:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
545,2026-04-07 08:45:09+02:00,2026-04-07 08:45:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
546,2026-04-07 08:45:10+02:00,2026-04-07 08:45:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
547,2026-04-07 08:45:11+02:00,2026-04-07 08:45:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
548,2026-04-07 08:45:45+02:00,2026-04-07 08:45:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
549,2026-04-07 08:45:48+02:00,2026-04-07 08:45:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
550,2026-04-07 08:45:49+02:00,2026-04-07 08:45:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
551,2026-04-07 08:45:50+02:00,2026-04-07 08:45:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
552,2026-04-07 08:45:53+02:00,2026-04-07 08:45:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
553,2026-04-07 08:45:54+02:00,2026-04-07 08:46:07+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,14,14
554,2026-04-07 08:46:08+02:00,2026-04-07 08:46:10+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
555,2026-04-07 08:46:11+02:00,2026-04-07 08:46:12+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
556,2026-04-07 08:46:13+02:00,2026-04-07 08:46:13+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
557,2026-04-07 08:46:14+02:00,2026-04-07 08:46:15+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
558,2026-04-07 08:46:16+02:00,2026-04-07 08:46:16+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
559,2026-04-07 08:46:17+02:00,2026-04-07 08:46:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,17,17
560,2026-04-07 08:46:34+02:00,2026-04-07 08:46:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
561,2026-04-07 08:46:36+02:00,2026-04-07 08:46:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
562,2026-04-07 08:46:37+02:00,2026-04-07 08:46:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
563,2026-04-07 08:46:39+02:00,2026-04-07 08:46:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
564,2026-04-07 08:46:40+02:00,2026-04-07 08:46:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
565,2026-04-07 08:46:41+02:00,2026-04-07 08:47:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
566,2026-04-07 08:47:15+02:00,2026-04-07 08:47:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
567,2026-04-07 08:47:18+02:00,2026-04-07 08:47:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
568,2026-04-07 08:47:19+02:00,2026-04-07 08:47:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
569,2026-04-07 08:47:20+02:00,2026-04-07 08:47:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
570,2026-04-07 08:47:23+02:00,2026-04-07 08:47:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
571,2026-04-07 08:47:24+02:00,2026-04-07 08:47:31+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,8,8
572,2026-04-07 08:47:32+02:00,2026-04-07 08:47:34+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
573,2026-04-07 08:47:35+02:00,2026-04-07 08:47:36+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
574,2026-04-07 08:47:37+02:00,2026-04-07 08:47:37+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
575,2026-04-07 08:47:38+02:00,2026-04-07 08:47:39+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
576,2026-04-07 08:47:40+02:00,2026-04-07 08:47:40+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
577,2026-04-07 08:47:41+02:00,2026-04-07 08:48:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,23,23
578,2026-04-07 08:48:04+02:00,2026-04-07 08:48:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
579,2026-04-07 08:48:06+02:00,2026-04-07 08:48:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
580,2026-04-07 08:48:07+02:00,2026-04-07 08:48:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
581,2026-04-07 08:48:09+02:00,2026-04-07 08:48:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
582,2026-04-07 08:48:10+02:00,2026-04-07 08:48:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
583,2026-04-07 08:48:11+02:00,2026-04-07 08:48:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
584,2026-04-07 08:48:45+02:00,2026-04-07 08:48:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
585,2026-04-07 08:48:48+02:00,2026-04-07 08:48:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
586,2026-04-07 08:48:49+02:00,2026-04-07 08:48:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
587,2026-04-07 08:48:50+02:00,2026-04-07 08:48:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
588,2026-04-07 08:48:53+02:00,2026-04-07 08:48:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
589,2026-04-07 08:48:54+02:00,2026-04-07 08:49:07+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,14,14
590,2026-04-07 08:49:08+02:00,2026-04-07 08:49:10+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
591,2026-04-07 08:49:11+02:00,2026-04-07 08:49:12+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
592,2026-04-07 08:49:13+02:00,2026-04-07 08:49:13+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
593,2026-04-07 08:49:14+02:00,2026-04-07 08:49:15+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
594,2026-04-07 08:49:16+02:00,2026-04-07 08:49:16+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
595,2026-04-07 08:49:17+02:00,2026-04-07 08:49:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,17,17
596,2026-04-07 08:49:34+02:00,2026-04-07 08:49:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
597,2026-04-07 08:49:36+02:00,2026-04-07 08:49:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
598,2026-04-07 08:49:37+02:00,2026-04-07 08:49:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
599,2026-04-07 08:49:39+02:00,2026-04-07 08:49:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
600,2026-04-07 08:49:40+02:00,2026-04-07 08:49:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
601,2026-04-07 08:49:41+02:00,2026-04-07 08:50:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
602,2026-04-07 08:50:15+02:00,2026-04-07 08:50:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
603,2026-04-07 08:50:18+02:00,2026-04-07 08:50:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
604,2026-04-07 08:50:19+02:00,2026-04-07 08:50:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
605,2026-04-07 08:50:20+02:00,2026-04-07 08:50:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
606,2026-04-07 08:50:23+02:00,2026-04-07 08:50:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
607,2026-04-07 08:50:24+02:00,2026-04-07 08:50:25+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,2,2
608,2026-04-07 08:50:26+02:00,2026-04-07 08:50:28+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
609,2026-04-07 08:50:29+02:00,2026-04-07 08:50:30+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
610,2026-04-07 08:50:31+02:00,2026-04-07 08:50:31+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
611,2026-04-07 08:50:32+02:00,2026-04-07 08:50:33+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
612,2026-04-07 08:50:34+02:00,2026-04-07 08:50:34+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
613,2026-04-07 08:50:35+02:00,2026-04-07 08:51:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,29,29
614,2026-04-07 08:51:04+02:00,2026-04-07 08:51:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
615,2026-04-07 08:51:06+02:00,2026-04-07 08:51:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
616,2026-04-07 08:51:07+02:00,2026-04-07 08:51:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
617,2026-04-07 08:51:09+02:00,2026-04-07 08:51:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
618,2026-04-07 08:51:10+02:00,2026-04-07 08:51:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
619,2026-04-07 08:51:11+02:00,2026-04-07 08:51:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
620,2026-04-07 08:51:45+02:00,2026-04-07 08:51:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
621,2026-04-07 08:51:48+02:00,2026-04-07 08:51:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
622,2026-04-07 08:51:49+02:00,2026-04-07 08:51:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
623,2026-04-07 08:51:50+02:00,2026-04-07 08:51:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
624,2026-04-07 08:51:53+02:00,2026-04-07 08:51:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
625,2026-04-07 08:51:54+02:00,2026-04-07 08:52:05+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,12,12
626,2026-04-07 08:52:06+02:00,2026-04-07 08:52:08+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
627,2026-04-07 08:52:09+02:00,2026-04-07 08:52:10+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
628,2026-04-07 08:52:11+02:00,2026-04-07 08:52:11+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
629,2026-04-07 08:52:12+02:00,2026-04-07 08:52:13+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
630,2026-04-07 08:52:14+02:00,2026-04-07 08:52:14+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
631,2026-04-07 08:52:15+02:00,2026-04-07 08:52:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,19,19
632,2026-04-07 08:52:34+02:00,2026-04-07 08:52:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
633,2026-04-07 08:52:36+02:00,2026-04-07 08:52:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
634,2026-04-07 08:52:37+02:00,2026-04-07 08:52:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
635,2026-04-07 08:52:39+02:00,2026-04-07 08:52:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
636,2026-04-07 08:52:40+02:00,2026-04-07 08:52:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
637,2026-04-07 08:52:41+02:00,2026-04-07 08:53:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
638,2026-04-07 08:53:15+02:00,2026-04-07 08:53:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
639,2026-04-07 08:53:18+02:00,2026-04-07 08:53:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
640,2026-04-07 08:53:19+02:00,2026-04-07 08:53:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
641,2026-04-07 08:53:20+02:00,2026-04-07 08:53:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
642,2026-04-07 08:53:23+02:00,2026-04-07 08:53:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
643,2026-04-07 08:53:24+02:00,2026-04-07 08:53:38+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,15,15
644,2026-04-07 08:53:39+02:00,2026-04-07 08:53:41+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
645,2026-04-07 08:53:42+02:00,2026-04-07 08:53:43+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
646,2026-04-07 08:53:44+02:00,2026-04-07 08:53:44+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
647,2026-04-07 08:53:45+02:00,2026-04-07 08:53:46+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
648,2026-04-07 08:53:47+02:00,2026-04-07 08:53:47+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
649,2026-04-07 08:53:48+02:00,2026-04-07 08:54:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,16,16
650,2026-04-07 08:54:04+02:00,2026-04-07 08:54:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
651,2026-04-07 08:54:06+02:00,2026-04-07 08:54:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
652,2026-04-07 08:54:07+02:00,2026-04-07 08:54:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
653,2026-04-07 08:54:09+02:00,2026-04-07 08:54:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
654,2026-04-07 08:54:10+02:00,2026-04-07 08:54:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
655,2026-04-07 08:54:11+02:00,2026-04-07 08:54:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
656,2026-04-07 08:54:45+02:00,2026-04-07 08:54:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
657,2026-04-07 08:54:48+02:00,2026-04-07 08:54:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
658,2026-04-07 08:54:49+02:00,2026-04-07 08:54:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
659,2026-04-07 08:54:50+02:00,2026-04-07 08:54:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
660,2026-04-07 08:54:53+02:00,2026-04-07 08:54:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
661,2026-04-07 08:54:54+02:00,2026-04-07 08:55:06+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,13,13
662,2026-04-07 08:55:07+02:00,2026-04-07 08:55:09+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
663,2026-04-07 08:55:10+02:00,2026-04-07 08:55:11+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
664,2026-04-07 08:55:12+02:00,2026-04-07 08:55:12+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
665,2026-04-07 08:55:13+02:00,2026-04-07 08:55:14+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
666,2026-04-07 08:55:15+02:00,2026-04-07 08:55:15+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
667,2026-04-07 08:55:16+02:00,2026-04-07 08:55:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,18,18
668,2026-04-07 08:55:34+02:00,2026-04-07 08:55:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
